Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW59,OUT049,1335.148043
FDS22,OUT049,669.4854719
FDW24,OUT017,1166.4816
FDU24,OUT035,1989.693216
FDA21,OUT027,5331.948333
FDH58,OUT027,3100.038778
FDW36,OUT018,1340.090491
FDI45,OUT027,3611.2992
FDU01,OUT018,3864.681275
FDF35,OUT027,3020.183439
FDU43,OUT019,480.7076
FDE24,OUT019,143.147
FDK50,OUT049,3309.437285
FDG31,OUT045,671.0282955
FDC60,OUT045,2759.0752
FDL36,OUT013,1155.745664
FDP21,OUT013,3786.523136
FDW16,OUT045,1750.207822
FDX02,OUT017,2921.1975
FDQ58,OUT027,3043.562029
FDT51,OUT046,739.7692165
FDD59,OUT049,1634.290017
NCM42,OUT018,1307.839816
FDA57,OUT018,767.4544376
FDZ48,OUT035,1775.872845
FDE46,OUT045,2407.310867
NCZ30,OUT019,359.3100667
FDB56,OUT017,3347.198533
FDA25,OUT027,2464.7916
FDD20,OUT013,2182.392439
FDL25,OUT013,710.14852
NCO18,OUT049,4940.236
FDJ45,OUT017,830.9184
FDR12,OUT035,2931.5174
NCF19,OUT010,108.6861836
FDK25,OUT046,4177.714548
NCR17,OUT046,1754.170802
FDC52,OUT046,2095.085751
NCA54,OUT017,3969.4996
FDR45,OUT010,672.8629193
NCM19,OUT049,1744.19841
FDF39,OUT027,9467.676
FDX23,OUT049,886.8456
FDD58,OUT027,1884.8798
FDX28,OUT013,1829.755203
NCD31,OUT013,2548.719901
FDU57,OUT018,1755.095208
FDI27,OUT046,823.1957053
NCM42,OUT046,1492.887652
FDD32,OUT027,1734.630933
FDI34,OUT013,4046.630236
NCM29,OUT049,927.4594
FDG46,OUT018,1840.063378
DRC01,OUT010,128.6625414
FDB15,OUT027,6752.2107
NCA17,OUT027,3234.28995
FDF10,OUT046,2746.932052
FDR26,OUT027,4439.05505
FDI02,OUT049,2029.064239
NCM54,OUT010,251.6724
FDF14,OUT013,3384.2614
FDJ33,OUT010,315.456284
FDM20,OUT035,2450.144
FDC03,OUT027,5852.382
NCX05,OUT046,1663.437829
NCM41,OUT027,3433.308667
NCU29,OUT010,546.9082842
FDQ59,OUT017,784.4805021
FDH46,OUT010,225.6514578
FDH09,OUT013,568.2240752
NCD06,OUT045,759.6778
FDC15,OUT035,1956.020912
DRD37,OUT027,1298.31
FDT28,OUT027,3574.0144
FDR28,OUT027,3833.232533
FDT38,OUT017,836.0566747
FDV34,OUT027,2139.2154
FDY52,OUT035,999.896213
FDB34,OUT013,2444.373733
DRL23,OUT018,1569.017961
DRB24,OUT046,914.8092
FDJ50,OUT046,1196.4426
FDQ49,OUT035,1829.6184
FDP20,OUT035,2743.4289
FDV19,OUT027,4658.824533
NCR54,OUT045,3338.987
FDO09,OUT010,716.0044535
FDS57,OUT018,3105.2912
FDN10,OUT049,2873.5928
FDV23,OUT049,938.2831721
FDY28,OUT049,4429.248504
DRG51,OUT013,1848.818808
FDD45,OUT019,185.7582
NCL18,OUT027,5607.20115
NCM29,OUT013,2649.884
FDF17,OUT027,5154.046976
FDE22,OUT017,958.752
FDQ22,OUT017,360.8636
FDS01,OUT013,3440.8544
FDW35,OUT027,142.0700614
FDJ33,OUT046,2423.512
NCF54,OUT035,5351.7004
FDE09,OUT013,970.7234381
NCE06,OUT045,3051.916233
DRH49,OUT049,740.6869961
FDY43,OUT045,2801.6864
NCT05,OUT017,3990.253347
FDZ34,OUT045,5015.417672
FDL38,OUT017,1338.258
FDZ31,OUT017,2689.647436
FDR14,OUT035,503.3448
NCN54,OUT049,1416.8224
NCC42,OUT027,4312.7195
FDK08,OUT017,1072.538422
FDP59,OUT013,656.8172082
FDV22,OUT035,2864.2716
FDD33,OUT035,3810.404568
DRE60,OUT027,1150.090973
FDK52,OUT046,3221.194342
FDA02,OUT017,866.8716
FDM56,OUT049,2163.1842
FDE57,OUT035,2906.934717
FDM32,OUT045,1314.2892
NCQ30,OUT027,2702.957771
FDQ27,OUT027,2611.6005
FDT60,OUT027,3064.6774
FDU43,OUT049,3849.183067
NCO55,OUT035,1811.406183
FDG02,OUT045,2285.0256
FDJ28,OUT013,1825.193973
FDP40,OUT045,1830.454505
FDJ38,OUT045,3563.3616
NCC54,OUT017,4438.444733
NCZ41,OUT046,1731.922104
FDK38,OUT019,370.5177
FDU52,OUT013,2300.029775
FDC40,OUT046,1366.626289
NCR30,OUT017,1579.9434
NCN18,OUT017,2009.0515
FDB50,OUT035,1637.411934
FDG04,OUT013,3023.511123
FDR26,OUT035,1914.135246
NCT17,OUT018,1884.214
FDX35,OUT027,771.237476
FDS12,OUT046,2135.353577
NCZ29,OUT027,3136.18432
FDB38,OUT010,461.945875
FDP12,OUT013,1015.345
FDP22,OUT046,877.9296596
FDS26,OUT018,3852.296428
FDR52,OUT046,2508.054036
DRJ13,OUT046,2289.993618
FDU48,OUT027,3415.554
FDE29,OUT035,914.7187661
NCT29,OUT049,1594.866354
DRK37,OUT018,2815.97915
FDK55,OUT046,1211.16351
FDR07,OUT046,298.2716108
FDO21,OUT027,6207.9192
FDK46,OUT049,2795.496082
FDB12,OUT045,1753.666731
FDT31,OUT027,5746.5198
FDJ33,OUT045,1817.634
FDC26,OUT027,2713.135
NCQ02,OUT045,2435.4964
FDP08,OUT010,375.8441
FDB11,OUT027,6314.929009
FDV55,OUT013,2232.336435
FDW20,OUT049,2239.0854
NCJ18,OUT019,359.3100667
FDC41,OUT018,1120.727115
FDE14,OUT027,2464.7916
FDG35,OUT013,2014.660475
FDF45,OUT035,1547.985
FDS19,OUT027,1734.630933
FDS58,OUT019,267.4296667
FDA26,OUT017,4551.923901
FDM32,OUT049,1168.7324
FDL45,OUT046,1503.177675
FDZ55,OUT049,2085.9514
FDY37,OUT049,1685.8056
FDO46,OUT046,2021.3688
FDQ60,OUT046,2265.19559
FDA19,OUT018,1557.597508
FDL15,OUT046,2740.62246
FDM10,OUT018,3408.896
NCL05,OUT017,483.3824963
DRK49,OUT010,84.66720293
NCE18,OUT027,5977.5524
FDG40,OUT049,475.2343339
DRI59,OUT045,4697.8848
FDK28,OUT035,3924.891
NCD06,OUT019,167.94805
FDO11,OUT019,543.9138486
FDK27,OUT046,1982.451716
FDT43,OUT027,1111.664067
FDD38,OUT018,619.194
FDA16,OUT049,3728.283834
FDL14,OUT027,5123.9968
NCM17,OUT049,864.4534038
FDD20,OUT045,1940.447803
FDA40,OUT045,263.6568
FDL43,OUT045,1454.773
FDV15,OUT045,2804.3496
FDE52,OUT046,1481.75227
NCL17,OUT010,425.4462
NCJ31,OUT045,1687.1372
FDR60,OUT045,796.2968
NCA18,OUT035,3866.9664
FDS21,OUT027,1480.23985
FDW09,OUT035,1438.128
FDL26,OUT035,2651.452754
FDS47,OUT018,1205.99983
FDC39,OUT046,3687.721733
FDT51,OUT035,792.0559639
FDK40,OUT035,4704.693319
NCG19,OUT045,3768.892885
FDZ07,OUT046,857.5504
FDF08,OUT027,1501.7119
FDO04,OUT013,916.6319212
FDK41,OUT018,554.6114
FDP15,OUT049,1379.828194
NCD43,OUT018,2404.2038
NCP18,OUT013,2801.765142
FDZ51,OUT046,3181.563848
DRH13,OUT035,1366.2216
FDF38,OUT045,400.8875229
NCI43,OUT045,143.8128
FDM38,OUT027,1357.520431
FDS03,OUT013,1157.14912
DRJ47,OUT017,2098.404635
FDT50,OUT010,195.7452
FDV02,OUT046,2680.272866
NCG18,OUT017,1298.31
FDW52,OUT046,2565.413961
FDS40,OUT035,518.1117959
FDN31,OUT017,2756.27884
FDA37,OUT045,1681.721429
FDA15,OUT046,5237.780594
FDL39,OUT046,2713.22875
FDJ53,OUT045,2410.196
FDX22,OUT013,4361.004284
NCZ42,OUT045,4029.4216
FDD56,OUT027,4635.13315
FDD40,OUT017,1154.4972
FDS50,OUT013,3446.711456
NCN14,OUT013,3486.183644
FDT15,OUT013,2219.214125
NCS18,OUT027,2874.39176
NCO26,OUT010,289.6749446
FDF58,OUT018,781.1589811
NCB19,OUT013,2051.852048
FDH26,OUT017,988.0472
DRB24,OUT027,4250.96655
FDA49,OUT018,999.315011
FDB32,OUT045,522.653
FDI36,OUT017,3081.887687
NCA17,OUT010,303.6048
FDH22,OUT013,2144.480116
NCM26,OUT018,2661.726899
FDT15,OUT027,5741.69275
FDB16,OUT018,1053.239852
NCP54,OUT027,2702.957771
FDJ36,OUT013,2251.0698
FDO28,OUT045,1669.499952
FDU09,OUT013,884.8787388
FDF29,OUT017,1761.7068
FDY08,OUT013,1381.935921
DRJ59,OUT018,325.0108634
FDT23,OUT027,3020.0688
FDU15,OUT018,559.1453759
FDT47,OUT013,1844.140623
FDI53,OUT019,598.0697729
FDR59,OUT018,3488.002107
FDD53,OUT035,518.1117959
FDY51,OUT017,4121.635654
FDT04,OUT049,293.6178
FDU51,OUT049,4499.74518
FDG14,OUT035,4497.746366
NCU06,OUT045,1346.2476
DRG25,OUT046,4769.564685
DRH49,OUT035,769.2272832
FDN15,OUT035,1625.799084
FDL43,OUT018,882.5726032
NCT18,OUT049,4940.236
NCB31,OUT013,3003.139753
FDK57,OUT035,2069.68391
FDY04,OUT019,598.0697729
NCP54,OUT046,2115.190694
FDF41,OUT013,3849.162707
FDM01,OUT045,2870.9296
FDW03,OUT045,2018.204071
FDF28,OUT045,1339.5896
FDY37,OUT017,2876.034067
FDQ03,OUT017,3555.372
FDP51,OUT027,1003.510751
FDJ40,OUT017,2269.044133
FDC32,OUT049,1074.653205
DRI49,OUT027,334.3156603
NCW54,OUT017,634.9512667
FDF09,OUT017,447.4176
FDP45,OUT018,2532.599644
DRJ23,OUT018,2551.481459
FDS59,OUT017,2966.139
FDY08,OUT046,1369.221971
FDX16,OUT049,3131.9232
FDY16,OUT018,2811.969302
FDK32,OUT035,2184.853622
FDQ22,OUT013,633.8416
NCC31,OUT018,2230.490596
FDG58,OUT049,2180.486944
DRF48,OUT013,3244.262989
DRH36,OUT049,958.752
NCR30,OUT035,1859.2465
FDB03,OUT019,1118.783833
FDZ28,OUT027,3537.56185
FDR35,OUT017,995.371
DRD15,OUT027,1366.014916
FDJ33,OUT019,117.8466
FDA56,OUT010,360.1515349
FDP56,OUT046,848.9268922
NCT30,OUT046,577.1914892
FDK15,OUT017,2804.3496
FDH44,OUT018,1727.48309
FDV01,OUT013,1962.030891
DRG03,OUT017,2876.428508
FDG50,OUT027,2359.06256
FDR16,OUT010,731.4898301
FDZ60,OUT046,675.804209
DRG03,OUT045,2876.428508
FDS56,OUT018,3844.995
FDU33,OUT045,910.8144
DRD27,OUT035,1719.222978
FDW22,OUT046,4167.459289
DRA24,OUT045,1146.5076
FDF38,OUT049,415.382046
FDX48,OUT013,1790.809311
FDS58,OUT018,2309.759416
FDC32,OUT046,1042.386276
NCQ29,OUT045,1561.9668
DRK39,OUT018,1541.761147
NCS38,OUT017,2009.0515
DRO47,OUT013,1550.818408
DRG27,OUT027,1096.5726
FDC57,OUT027,5084.429257
FDS55,OUT046,2945.866701
NCJ06,OUT018,1742.260794
FDO01,OUT019,320.7803599
NCM55,OUT045,3461.675867
FDC52,OUT049,2159.938853
FDQ15,OUT045,1350.357972
NCT30,OUT027,1359.06425
NCR42,OUT027,688.1043
FDD28,OUT035,1853.5872
FDQ34,OUT049,1425.4778
FDZ12,OUT027,3704.5112
DRE13,OUT019,85.8882
NCN07,OUT019,499.6611176
FDM28,OUT035,2170.709766
FDI10,OUT017,2829.387349
FDQ25,OUT013,2362.717457
FDA38,OUT010,373.9278231
DRI13,OUT049,3388.28461
FDY20,OUT027,1501.7119
NCZ53,OUT035,3028.367169
NCM31,OUT013,2316.754287
DRB01,OUT017,2070.156881
DRF37,OUT046,3680.073743
NCF42,OUT049,2412.441439
FDF16,OUT018,2503.408
FDB41,OUT013,527.3136
FDR34,OUT013,5214.118145
FDR15,OUT018,851.5089712
NCV42,OUT019,323.5788
FDW51,OUT035,2763.262912
FDU36,OUT017,1308.851067
FDX60,OUT049,1211.756
FDY03,OUT035,1425.79999
FDW55,OUT045,2271.0438
FDT01,OUT010,621.1914
FDG58,OUT013,2134.655927
FDK21,OUT017,4815.509467
NCS41,OUT019,888.843
FDS10,OUT045,3125.5981
NCT53,OUT046,2128.690556
FDJ28,OUT018,1584.245232
FDX44,OUT045,535.3032
FDT20,OUT018,664.1526339
FDO44,OUT017,2330.743867
NCX17,OUT049,3595.9159
FDY01,OUT017,1743.0644
FDJ12,OUT027,5771.434966
DRK35,OUT018,640.8244554
FDD47,OUT019,347.5476
NCM53,OUT035,1786.5924
FDO45,OUT013,1222.690495
NCM42,OUT010,221.0456
FDE04,OUT046,3608.636
NCI30,OUT027,5977.5524
FDZ19,OUT013,1789.405856
FDW57,OUT013,3621.19607
FDA25,OUT013,1528.011
FDT22,OUT046,907.3297251
FDP51,OUT013,2248.335828
FDD48,OUT027,3064.6774
FDY39,OUT035,1235.059
FDO48,OUT010,455.6533223
FDD23,OUT027,5108.247423
DRN35,OUT027,988.2691333
FDT01,OUT035,4053.910495
FDC20,OUT010,69.60650889
DRJ35,OUT035,790.318999
FDB32,OUT046,539.298
FDL24,OUT046,3817.598509
NCV42,OUT035,1598.404667
FDZ46,OUT046,1940.807
FDC15,OUT013,1843.859932
FDD08,OUT019,148.7426742
FDY50,OUT049,1728.906808
FDD36,OUT013,1332.347157
FDG57,OUT027,1111.664067
FDL21,OUT018,568.8908291
FDN16,OUT027,497.2452148
FDJ09,OUT027,813.6076
FDS01,OUT010,503.2200719
FDV33,OUT017,4133.2864
DRE12,OUT017,1245.046
FDR07,OUT013,301.0412204
FDP48,OUT010,633.7869439
NCB55,OUT035,728.7808164
FDQ08,OUT013,696.4648282
FDR34,OUT035,5531.290069
FDO33,OUT046,1771.967897
FDP13,OUT045,560.3432158
FDX12,OUT049,3827.320854
NCT06,OUT049,2816.163638
FDR16,OUT019,510.3221282
FDE36,OUT046,2920.025765
FDZ36,OUT049,4218.331908
FDV13,OUT045,1430.604655
NCZ17,OUT035,276.9728
FDU56,OUT045,347.5476
FDM09,OUT035,1518.60354
FDV02,OUT017,2908.8802
FDS34,OUT018,1677.816
FDA11,OUT049,1221.41675
FDP09,OUT017,4119.329715
FDB29,OUT027,2326.749067
FDT19,OUT017,2129.450333
DRH15,OUT017,609.207
FDY38,OUT046,4380.212466
FDF14,OUT027,3370.6125
FDN48,OUT010,173.108
FDQ12,OUT013,2340.262168
NCJ43,OUT045,2395.5484
FDE17,OUT019,292.2862
FDB05,OUT035,3876.905507
FDH10,OUT045,1162.4868
NCR06,OUT017,675.178986
FDU32,OUT018,2277.036
FDD56,OUT049,2870.220462
FDO36,OUT018,2157.192
FDH16,OUT010,248.2839313
FDX10,OUT018,225.9726955
FDZ37,OUT017,1177.1344
FDU31,OUT010,488.8251742
DRC49,OUT049,2167.584654
FDL15,OUT045,5274.4676
FDN32,OUT019,573.2538
DRH59,OUT027,1853.466551
NCU29,OUT049,3784.671619
FDR37,OUT019,1280.836087
FDS14,OUT018,1689.008853
FDU02,OUT027,1366.014916
FDJ08,OUT035,2237.088
NCZ06,OUT045,2734.218667
FDO31,OUT049,1311.732777
FDH31,OUT018,1078.649091
FDS58,OUT017,1845.2647
NCA53,OUT027,2007.387
FDF50,OUT046,3087.006881
NCW42,OUT049,2922.5291
NCQ17,OUT045,2139.2154
FDK51,OUT018,3852.296428
NCW41,OUT010,159.792
NCR29,OUT017,622.523
FDB08,OUT019,401.8103
FDA40,OUT027,2714.4666
FDL14,OUT018,997.6907688
FDB47,OUT046,2401.468866
FDO03,OUT035,5249.604001
DRK13,OUT019,197.0768
FDX13,OUT010,590.7748861
FDF52,OUT046,2231.623893
FDT11,OUT013,2335.069383
FDB08,OUT013,2750.51775
FDQ28,OUT018,1794.331
FDD29,OUT045,4326.146467
NCQ29,OUT027,5688.5952
NCO02,OUT013,1139.325234
FDR56,OUT010,562.1001809
NCM54,OUT049,1778.6847
FDP51,OUT035,2385.100854
FDT38,OUT013,1826.948292
FDZ20,OUT018,2966.576856
FDJ53,OUT013,1397.140023
FDX13,OUT049,4088.233821
FDP58,OUT035,3673.680622
NCK31,OUT019,111.9822629
FDA35,OUT018,2465.599653
FDV37,OUT018,1591.919776
NCO07,OUT027,360.8128543
FDA20,OUT045,2609.936
FDZ59,OUT035,3126.412631
NCY17,OUT017,1115.215
FDQ28,OUT035,2590.55898
FDV35,OUT017,2527.396174
FDQ36,OUT013,785.9351209
FDD34,OUT018,2052.94062
FDK51,OUT045,2890.955925
FDV31,OUT035,1709.669671
FDR04,OUT035,1791.002
FDR14,OUT049,671.1264
DRC36,OUT010,476.7320791
FDE39,OUT019,427.67252
FDP57,OUT049,1666.545741
FDE57,OUT046,2715.036457
NCN18,OUT046,458.0704
NCQ05,OUT018,2431.896628
FDW47,OUT035,1852.696318
FDV46,OUT035,2127.231
NCP29,OUT045,688.66873
FDE09,OUT018,842.5756391
NCU06,OUT027,8518.5781
FDT19,OUT010,395.8305205
DRF15,OUT017,795.5490101
DRI51,OUT013,3793.7284
NCX54,OUT013,1621.271878
DRE01,OUT013,4104.967206
NCB07,OUT045,1938.718349
FDU50,OUT035,1472.449903
FDG40,OUT035,493.5461504
FDW10,OUT018,2822.992
FDX51,OUT013,1134.693831
NCP17,OUT045,918.804
FDP21,OUT035,4016.855245
FDL04,OUT045,1976.0944
FDV23,OUT013,2886.908114
FDF24,OUT046,1265.672821
FDH56,OUT027,2953.1559
FDB51,OUT049,1470.0864
FDI58,OUT027,2200.469
FDR20,OUT013,683.9506826
FDC51,OUT018,2277.036
FDB16,OUT027,2705.1454
FDE40,OUT049,1022.148055
NCM17,OUT035,897.7626809
FDU56,OUT035,1855.822855
FDS32,OUT019,362.5281
FDX02,OUT049,4612.568535
FDT39,OUT027,3668.82432
FDE35,OUT017,644.4944
NCI42,OUT019,1061.951
DRL23,OUT046,1791.020208
FDA10,OUT046,2356.932
FDA11,OUT013,1195.744148
NCM06,OUT046,1416.963969
NCT05,OUT035,3796.211084
NCQ02,OUT010,427.8491918
NCY06,OUT049,3036.048
FDY56,OUT035,4567.274587
FDL02,OUT035,1792.49762
NCI06,OUT035,4159.782637
FDQ14,OUT045,1634.334379
FDQ12,OUT017,2526.711
FDP36,OUT046,809.6128
FDK21,OUT027,6913.223333
FDO40,OUT045,3440.5215
NCK54,OUT019,359.3100667
FDY09,OUT018,2540.171848
NCW30,OUT049,4687.8978
NCC55,OUT027,658.20988
FDE58,OUT018,1533.3374
FDR39,OUT013,3069.53277
FDU28,OUT049,2637.084637
FDH08,OUT017,1245.046
FDG35,OUT045,1986.105398
FDG22,OUT049,630.7786031
FDC34,OUT035,4224.174405
FDP15,OUT018,3547.510401
FDK34,OUT010,731.0484
FDU45,OUT035,2124.683134
FDQ04,OUT027,571.0344667
FDX22,OUT018,3785.296438
FDB45,OUT017,522.653
NCH43,OUT027,5714.5614
DRE60,OUT046,7682.753611
FDD17,OUT027,6184.856371
NCM54,OUT017,2516.724
NCH55,OUT013,2308.158122
NCT06,OUT017,2430.00355
FDA48,OUT027,5457.663724
FDY58,OUT027,8474.3024
FDO25,OUT045,3137.922009
FDN50,OUT045,629.5213906
FDH35,OUT035,2512.891838
FDK09,OUT045,5486.8578
FDO16,OUT013,1754.319466
FDW11,OUT045,866.8716
FDU47,OUT027,3546.43881
NCQ42,OUT010,380.5012399
FDK55,OUT027,302.1807655
FDN08,OUT049,2695.1584
FDT57,OUT045,3318.3472
FDJ12,OUT018,3278.126812
DRL59,OUT017,559.272
NCN53,OUT046,423.7681743
FDO51,OUT010,89.49408286
FDK56,OUT017,3367.6164
FDY12,OUT035,834.4875334
FDU15,OUT035,683.3715929
FDQ19,OUT046,2277.710482
DRF15,OUT045,795.5490101
DRE25,OUT019,85.8882
FDK57,OUT018,1693.447898
FDD33,OUT010,530.1971977
FDR34,OUT027,9267.936
FDU04,OUT045,1962.238928
FDE35,OUT019,211.9144865
NCD31,OUT035,2703.757124
FDJ56,OUT035,2741.7644
NCU53,OUT046,2128.690556
FDD39,OUT035,3421.697923
NCU17,OUT019,103.199
FDJ20,OUT046,1860.392885
NCW41,OUT018,1999.492901
FDL52,OUT035,551.6104034
FDS39,OUT035,2628.524068
DRJ47,OUT045,2098.404635
FDP13,OUT010,83.90070268
DRK39,OUT010,262.1896959
FDF28,OUT010,345.5854406
FDB09,OUT045,1379.873993
FDM51,OUT046,1091.2462
DRM49,OUT018,443.4228
DRF23,OUT013,2482.011181
DRH01,OUT035,1644.526
FDH12,OUT027,2470.118
FDA28,OUT019,291.6126447
FDW37,OUT018,999.315011
FDF02,OUT046,2856.282
DRL37,OUT046,1193.1136
NCF43,OUT046,709.077
FDH08,OUT010,486.8887829
FDR34,OUT019,1446.004731
NCK19,OUT049,3131.806284
NCD55,OUT018,484.9885682
FDT27,OUT049,4500.808
FDQ57,OUT045,612.536
FDA47,OUT035,2516.862043
DRG15,OUT027,2020.0372
FDE05,OUT018,1067.127123
FDN46,OUT046,2128.922313
FDX27,OUT027,3159.664867
FDT51,OUT045,736.0557798
FDU33,OUT013,898.2115668
FDJ16,OUT027,1371.81432
FDD20,OUT019,418.1224
FDT36,OUT049,607.8411993
DRF15,OUT027,3150.5656
FDN52,OUT010,197.322023
FDC22,OUT027,4115.80915
FDX15,OUT045,2733.344983
FDT13,OUT013,3028.481695
FDU04,OUT017,1962.238928
FDU31,OUT019,749.7513755
FDW59,OUT027,2057.322
NCO29,OUT046,1202.124977
FDL15,OUT035,2934.329134
FDI41,OUT049,2825.004096
FDQ48,OUT049,2050.664
DRI39,OUT013,914.5852151
FDI08,OUT013,4024.174947
FDC21,OUT049,1668.815588
FDF58,OUT035,954.7103136
FDS08,OUT010,403.7799002
FDE47,OUT045,1992.0736
NCP18,OUT019,303.6048
NCR41,OUT013,1870.367699
FDA27,OUT013,3527.351674
FDA43,OUT035,2619.2572
FDA49,OUT045,1358.232
NCE55,OUT018,2626.581
DRM49,OUT027,1034.6532
FDF22,OUT027,5200.73025
FDQ15,OUT018,1188.945287
NCS54,OUT017,2669.63246
NCY05,OUT013,892.5977445
FDR45,OUT046,1443.4544
FDK57,OUT049,1992.893377
FDF41,OUT010,1014.6792
FDV21,OUT046,2875.644248
FDD51,OUT046,647.1576
FDF33,OUT046,1914.778592
FDA38,OUT046,2509.93127
FDR56,OUT045,3350.3056
NCN41,OUT017,1983.684162
FDC60,OUT027,2292.0165
FDB47,OUT045,2389.414157
DRH01,OUT013,2896.527105
FDW08,OUT046,868.869
FDF38,OUT027,1130.5284
FDY32,OUT017,3914.904
FDG34,OUT049,1402.048804
FDG47,OUT019,657.6766762
NCF18,OUT035,2332.9632
FDL39,OUT019,696.4438017
NCH55,OUT035,2448.562104
DRJ35,OUT049,760.9961556
FDS44,OUT035,7028.1848
DRE01,OUT018,5243.8408
FDY39,OUT013,2940.1728
FDY32,OUT018,3581.454042
FDR33,OUT027,3219.8088
NCP50,OUT049,1196.902399
FDZ47,OUT018,1361.31799
FDU57,OUT049,2065.441528
FDY44,OUT013,3140.467683
DRH59,OUT018,580.666585
FDB03,OUT027,7170.666
FDY46,OUT045,2591.071667
FDM39,OUT045,976.0628
FDY36,OUT035,1453.467359
NCM55,OUT035,413.8939059
FDJ50,OUT010,203.7348
DRL60,OUT013,2259.485503
NCJ54,OUT049,5065.761458
FDX59,OUT017,441.4254
FDI07,OUT013,3793.119377
DRF51,OUT010,100.3700999
FDM14,OUT017,1916.927223
FDP21,OUT045,4727.18
FDE40,OUT035,1061.533651
FDE05,OUT035,1304.212452
FDM13,OUT027,652.8457582
FDC34,OUT027,5430.9306
NCI55,OUT018,1132.5258
NCE43,OUT018,2496.75
FDW58,OUT018,1278.35982
FDG60,OUT045,4200.498773
FDV31,OUT017,529.311
FDR47,OUT013,4523.337312
FDM60,OUT019,37.2848
NCF06,OUT018,2103.928
NCN26,OUT027,2702.957771
FDQ59,OUT049,1986.9526
FDF09,OUT046,428.2874411
NCS06,OUT017,2338.9554
FDT44,OUT046,1287.365302
FDI19,OUT017,3635.268
FDT22,OUT017,778.986
NCF54,OUT027,4494.889778
DRG25,OUT045,4745.622791
FDB59,OUT017,2380.9008
FDQ37,OUT017,4227.478261
FDP56,OUT035,908.9288833
FDW44,OUT035,2159.791701
FDJ26,OUT010,410.077632
FDU43,OUT018,3270.817722
FDW33,OUT045,1788.3388
NCX53,OUT027,4312.7195
FDN56,OUT010,450.8885911
DRF15,OUT049,824.3129472
FDO33,OUT017,1763.073109
FDZ39,OUT010,199.0829019
NCJ19,OUT017,1545.9876
FDU01,OUT035,4138.939059
FDT12,OUT035,2649.739853
NCM18,OUT018,1586.072504
FDP19,OUT017,1291.652
NCR42,OUT049,119.4656445
FDN10,OUT046,2002.978789
FDG44,OUT017,978.726
FDQ10,OUT046,1926.1594
DRH13,OUT049,1138.518
FDT52,OUT013,3460.360061
FDM56,OUT045,1877.334067
NCO43,OUT010,299.1422585
NCV29,OUT035,2484.480056
NCF06,OUT013,3003.139753
FDO50,OUT035,1515.543173
FDT59,OUT013,4176.122403
FDX40,OUT027,571.0344667
FDE50,OUT017,5069.4012
FDX51,OUT017,3240.7815
NCD30,OUT018,1537.998
FDK15,OUT013,1871.332575
FDL12,OUT045,1286.714051
FDK46,OUT017,4673.916
DRH49,OUT010,107.0338182
FDQ57,OUT046,1378.206
FDY59,OUT017,2205.29605
FDO09,OUT018,4210.340317
NCG30,OUT035,3635.268
FDM09,OUT017,2886.243
NCN17,OUT027,2447.34764
NCS42,OUT013,1047.3034
FDD02,OUT019,298.2784
FDE34,OUT013,2117.244
FDU38,OUT045,2876.256
FDB33,OUT046,3179.478033
NCJ29,OUT017,426.112
FDZ27,OUT035,701.684165
FDI40,OUT013,1960.781
FDG22,OUT013,617.5204522
FDT51,OUT017,736.0557798
FDF20,OUT018,2451.956019
FDV50,OUT035,2741.0986
FDT02,OUT049,455.1641056
DRC49,OUT017,2091.948006
FDF26,OUT049,1697.188679
FDV52,OUT035,2292.644697
FDX59,OUT049,419.454
FDV25,OUT035,5931.486767
FDW23,OUT027,806.2838
FDE53,OUT018,706.5453552
FDA19,OUT017,1769.058875
FDH22,OUT046,2124.750682
NCO41,OUT013,1693.7952
FDX12,OUT017,3133.2548
FDF17,OUT013,3381.158385
FDS11,OUT045,4026.7584
FDR51,OUT035,4653.942
FDT49,OUT010,115.8492
FDC56,OUT013,1583.9382
FDR13,OUT027,3258.049034
FDQ60,OUT035,2425.299183
FDN38,OUT049,4743.455095
NCL29,OUT013,2146.685546
FDO13,OUT027,835.5072657
FDE26,OUT018,1619.115681
FDA31,OUT010,815.605
FDX14,OUT035,1270.465706
FDA34,OUT045,5712.564
FDF26,OUT013,1661.515967
FDE38,OUT045,2792.520784
DRI11,OUT046,1142.679236
FDQ60,OUT027,3644.2563
FDL21,OUT027,578.5802
DRC12,OUT027,5461.779333
FDC47,OUT046,1832.2816
FDE57,OUT045,1843.6002
FDT14,OUT045,2525.0465
NCZ53,OUT046,5841.0634
FDE28,OUT018,2739.690524
FDR19,OUT035,2454.789913
NCF54,OUT019,165.7842
FDZ08,OUT046,977.0886644
NCJ05,OUT018,2231.708777
FDF59,OUT046,1276.982576
NCO05,OUT035,1238.388
FDW24,OUT018,489.0999312
NCX42,OUT018,2037.348
NCA53,OUT035,934.6855904
FDI45,OUT019,538.6322
FDG46,OUT046,2100.416168
FDM20,OUT010,546.3558515
FDW11,OUT010,137.2708719
FDX08,OUT035,3044.7034
NCK17,OUT035,276.9728
FDK32,OUT018,1787.681567
NCA42,OUT035,2015.3766
DRI01,OUT035,3116.983393
NCL55,OUT049,4358.106712
DRE25,OUT018,1494.465244
FDD14,OUT017,3547.160467
FDB10,OUT046,1443.4544
DRN11,OUT035,1809.6444
FDP38,OUT018,416.6181232
NCA30,OUT017,2668.304467
